gene_name	chrom	arm	start	end	strand	gene_id
OPRD1	chr1	p	29138654	29190208	+	ENSG00000116329.6
EPB41	chr1	p	29213603	29446553	+	ENSG00000159023.14
TMEM200B	chr1	p	29445940	29450447	-	ENSG00000253304.1
SRSF4	chr1	p	29474255	29508499	-	ENSG00000116350.11
MECR	chr1	p	29519385	29557454	-	ENSG00000116353.11
PTPRU	chr1	p	29563028	29653325	+	ENSG00000060656.15
MATN1	chr1	p	31184124	31196434	-	ENSG00000162510.5
LAPTM5	chr1	p	31205316	31230667	-	ENSG00000162511.7
SDC3	chr1	p	31342314	31381608	-	ENSG00000162512.11
PUM1	chr1	p	31404353	31538838	-	ENSG00000134644.11
NKAIN1	chr1	p	31652592	31712401	-	ENSG00000084628.5
SNRNP40	chr1	p	31732417	31769662	-	ENSG00000060688.8
ZCCHC17	chr1	p	31769842	31837783	+	ENSG00000121766.10
FABP3	chr1	p	31838472	31849697	-	ENSG00000121769.3
SERINC2	chr1	p	31882412	31907525	+	ENSG00000168528.7
AC114494.1	chr1	p	31902192	31902614	-	ENSG00000268950.1
TINAGL1	chr1	p	32042116	32053288	+	ENSG00000142910.11
HCRTR1	chr1	p	32083287	32098119	+	ENSG00000121764.7
PEF1	chr1	p	32095463	32110497	-	ENSG00000162517.8
COL16A1	chr1	p	32117848	32169920	-	ENSG00000084636.13
BAI2	chr1	p	32192718	32230494	-	ENSG00000121753.8
SPOCD1	chr1	p	32256023	32281652	-	ENSG00000134668.8
PTP4A2	chr1	p	32372022	32410457	-	ENSG00000184007.13
AL136115.1	chr1	p	32379174	32380745	+	ENSG00000212673.1
KHDRBS1	chr1	p	32479430	32526451	+	ENSG00000121774.13
TMEM39B	chr1	p	32537632	32568467	+	ENSG00000121775.13
KPNA6	chr1	p	32573639	32642169	+	ENSG00000025800.9
TXLNA	chr1	p	32645287	32663886	+	ENSG00000084652.11
CCDC28B	chr1	p	32665987	32670988	+	ENSG00000160050.10
IQCC	chr1	p	32671236	32674288	+	ENSG00000160051.7
DCDC2B	chr1	p	32674695	32681797	+	ENSG00000222046.2
TMEM234	chr1	p	32680073	32687972	-	ENSG00000160055.15
EIF3I	chr1	p	32687529	32697205	+	ENSG00000084623.7
FAM167B	chr1	p	32712834	32714457	+	ENSG00000183615.5
LCK	chr1	p	32716840	32751766	+	ENSG00000182866.12
HDAC1	chr1	p	32757687	32799236	+	ENSG00000116478.7
MARCKSL1	chr1	p	32799433	32801980	-	ENSG00000175130.6
TSSK3	chr1	p	32817122	32829913	+	ENSG00000162526.6
FAM229A	chr1	p	32826871	32829879	-	ENSG00000225828.1
BSDC1	chr1	p	32830704	32860332	-	ENSG00000160058.14
RP1-27O5.3	chr1	p	32930658	33066393	+	ENSG00000254553.1
ZBTB8B	chr1	p	32930670	32962287	+	ENSG00000273274.1
ZBTB8A	chr1	p	33005028	33071540	+	ENSG00000160062.10
ZBTB8OS	chr1	p	33065773	33116504	-	ENSG00000176261.11
RBBP4	chr1	p	33116743	33151812	+	ENSG00000162521.14
SYNC	chr1	p	33145507	33169197	-	ENSG00000162520.10
KIAA1522	chr1	p	33207486	33240571	+	ENSG00000162522.6
YARS	chr1	p	33240840	33283754	-	ENSG00000134684.6
S100PBP	chr1	p	33282368	33324476	+	ENSG00000116497.13
FNDC5	chr1	p	33327869	33338083	-	ENSG00000160097.11
HPCA	chr1	p	33351595	33364042	+	ENSG00000121905.5
TMEM54	chr1	p	33360195	33367039	-	ENSG00000121900.14
RNF19B	chr1	p	33402046	33430286	-	ENSG00000116514.12
FKSG48	chr1	p	33439268	33439642	+	ENSG00000267885.1
AK2	chr1	p	33473585	33546597	-	ENSG00000004455.12
ADC	chr1	p	33546705	33586131	+	ENSG00000142920.12
TRIM62	chr1	p	33611003	33647660	-	ENSG00000116525.9
ZNF362	chr1	p	33722146	33766320	+	ENSG00000160094.10
A3GALT2	chr1	p	33772367	33786699	-	ENSG00000184389.8
PHC2	chr1	p	33789224	33896653	-	ENSG00000134686.12
ZSCAN20	chr1	p	33938246	33962107	+	ENSG00000121903.10
CSMD2	chr1	p	33979609	34631443	-	ENSG00000121904.13
HMGB4	chr1	p	34326076	34330392	+	ENSG00000176256.6
C1orf94	chr1	p	34632484	34684732	+	ENSG00000142698.10
SMIM12	chr1	p	35178338	35325417	-	ENSG00000163866.8
GJB5	chr1	p	35220648	35224113	+	ENSG00000189280.3
GJB4	chr1	p	35225342	35229325	+	ENSG00000189433.5
GJB3	chr1	p	35246790	35251970	+	ENSG00000188910.7
GJA4	chr1	p	35258599	35261348	+	ENSG00000187513.8
DLGAP3	chr1	p	35331037	35395186	-	ENSG00000116544.7
ZMYM6	chr1	p	35447134	35497342	-	ENSG00000271741.1
ZMYM6NB	chr1	p	35447136	35450954	-	ENSG00000243749.1
ZMYM6	chr1	p	35449523	35497569	-	ENSG00000163867.12
ZMYM1	chr1	p	35525387	35581460	+	ENSG00000197056.5
SFPQ	chr1	p	35641979	35658749	-	ENSG00000116560.6
ZMYM4	chr1	p	35734568	35887659	+	ENSG00000146463.7
KIAA0319L	chr1	p	35899091	36023551	-	ENSG00000142687.13
NCDN	chr1	p	36023074	36032875	+	ENSG00000020129.11
TFAP2E	chr1	p	36038971	36060929	+	ENSG00000116819.6
PSMB2	chr1	p	36067185	36107445	-	ENSG00000126067.7
C1orf216	chr1	p	36179476	36185073	-	ENSG00000142686.7
CLSPN	chr1	p	36185819	36235568	-	ENSG00000092853.9
AGO4	chr1	p	36273773	36323491	+	ENSG00000134698.10
AGO1	chr1	p	36335409	36395211	+	ENSG00000092847.6
AGO3	chr1	p	36396319	36538101	+	ENSG00000126070.14
TEKT2	chr1	p	36549676	36553876	+	ENSG00000092850.7
ADPRHL2	chr1	p	36554476	36559533	+	ENSG00000116863.10
COL8A2	chr1	p	36560837	36590821	-	ENSG00000171812.6
TRAPPC3	chr1	p	36602173	36615098	-	ENSG00000054116.7
MAP7D1	chr1	p	36621180	36646450	+	ENSG00000116871.11
THRAP3	chr1	p	36690017	36770958	+	ENSG00000054118.9
SH3D21	chr1	p	36771988	36790484	+	ENSG00000214193.5
EVA1B	chr1	p	36787632	36789755	-	ENSG00000142694.6
RP11-268J15.5	chr1	p	36789335	36794822	+	ENSG00000116883.8
STK40	chr1	p	36805225	36851497	-	ENSG00000196182.6
LSM10	chr1	p	36856839	36863493	-	ENSG00000181817.5
OSCP1	chr1	p	36881428	36916086	-	ENSG00000116885.14
MRPS15	chr1	p	36921319	36930038	-	ENSG00000116898.7
CSF3R	chr1	p	36931644	36948879	-	ENSG00000119535.13
GRIK3	chr1	p	37261128	37499730	-	ENSG00000163873.5
ZC3H12A	chr1	p	37940153	37949980	+	ENSG00000163874.8
MEAF6	chr1	p	37958176	37980375	-	ENSG00000163875.11
SNIP1	chr1	p	38000050	38019903	-	ENSG00000163877.9
DNALI1	chr1	p	38022520	38032458	+	ENSG00000163879.9
GNL2	chr1	p	38032417	38061536	-	ENSG00000134697.8
RSPO1	chr1	p	38076951	38100595	-	ENSG00000169218.9
C1orf109	chr1	p	38147242	38157914	-	ENSG00000116922.10
CDCA8	chr1	p	38158090	38175391	+	ENSG00000134690.6
EPHA10	chr1	p	38179552	38230805	-	ENSG00000183317.12
MANEAL	chr1	p	38259474	38266809	+	ENSG00000185090.10
YRDC	chr1	p	38268616	38273857	-	ENSG00000196449.3
C1orf122	chr1	p	38272651	38275126	+	ENSG00000197982.12
MTF1	chr1	p	38275239	38325292	-	ENSG00000188786.9
AL929472.1	chr1	p	38292232	38293886	-	ENSG00000230610.1
INPP5B	chr1	p	38326369	38412729	-	ENSG00000204084.8
SF3A3	chr1	p	38422647	38456593	-	ENSG00000183431.7
FHL3	chr1	p	38462442	38471278	-	ENSG00000183386.5
UTP11L	chr1	p	38474930	38490496	+	ENSG00000183520.7
POU3F1	chr1	p	38509523	38512450	-	ENSG00000185668.5
RRAGC	chr1	p	39303870	39325495	-	ENSG00000116954.7
MYCBP	chr1	p	39328636	39347289	-	ENSG00000214114.4
GJA9	chr1	p	39330175	39347289	-	ENSG00000131233.8
RHBDL2	chr1	p	39351479	39407471	-	ENSG00000158315.6
AKIRIN1	chr1	p	39456895	39471731	+	ENSG00000174574.11
NDUFS5	chr1	p	39491990	39500308	+	ENSG00000168653.6
MACF1	chr1	p	39546988	39952849	+	ENSG00000127603.19
KIAA0754	chr1	p	39876151	39882154	+	ENSG00000255103.1
BMP8A	chr1	p	39957318	39991607	+	ENSG00000183682.7
PABPC4	chr1	p	40026488	40042462	-	ENSG00000090621.9
HEYL	chr1	p	40089825	40105617	-	ENSG00000163909.6
NT5C1A	chr1	p	40124793	40137710	-	ENSG00000116981.3
HPCAL4	chr1	p	40144320	40157361	-	ENSG00000116983.8
PPIE	chr1	p	40157854	40229586	+	ENSG00000084072.12
BMP8B	chr1	p	40222854	40254533	-	ENSG00000116985.6
OXCT2	chr1	p	40235195	40237020	-	ENSG00000198754.5
TRIT1	chr1	p	40306723	40349183	-	ENSG00000043514.11
MYCL	chr1	p	40361098	40367928	-	ENSG00000116990.9
MFSD2A	chr1	p	40420802	40435638	+	ENSG00000168389.13
CAP1	chr1	p	40505905	40538321	+	ENSG00000131236.12
PPT1	chr1	p	40538379	40563375	-	ENSG00000131238.12
RLF	chr1	p	40627045	40706593	+	ENSG00000117000.8
TMCO2	chr1	p	40711619	40717363	+	ENSG00000188800.5
ZMPSTE24	chr1	p	40723779	40759856	+	ENSG00000084073.4
COL9A2	chr1	p	40766159	40783488	-	ENSG00000049089.9
SMAP2	chr1	p	40810522	40888998	+	ENSG00000084070.7
ZFP69B	chr1	p	40915774	40929390	+	ENSG00000187801.10
ZFP69	chr1	p	40942887	40962015	+	ENSG00000187815.5
EXO5	chr1	p	40974413	40982228	+	ENSG00000164002.7
ZNF684	chr1	p	40997233	41013841	+	ENSG00000117010.11
RIMS3	chr1	p	41086351	41131329	-	ENSG00000117016.5
NFYC	chr1	p	41157320	41237275	+	ENSG00000066136.15
KCNQ4	chr1	p	41249684	41306124	+	ENSG00000117013.10
CITED4	chr1	p	41326729	41328018	-	ENSG00000179862.5
CTPS1	chr1	p	41445007	41478235	+	ENSG00000171793.9
SLFNL1	chr1	p	41481269	41488909	-	ENSG00000171790.11
SCMH1	chr1	p	41492872	41707826	-	ENSG00000010803.12
FOXO6	chr1	p	41827594	41849262	+	ENSG00000204060.4
EDN2	chr1	p	41944446	41950344	-	ENSG00000127129.5
HIVEP3	chr1	p	41972036	42501596	-	ENSG00000127124.9
GUCA2B	chr1	p	42619092	42621495	+	ENSG00000044012.3
GUCA2A	chr1	p	42628362	42630389	-	ENSG00000197273.3
FOXJ3	chr1	p	42642210	42801548	-	ENSG00000198815.4
RIMKLA	chr1	p	42846466	42888249	+	ENSG00000177181.10
ZMYND12	chr1	p	42896000	42921938	-	ENSG00000066185.8
PPCS	chr1	p	42921788	42939056	+	ENSG00000127125.7
CCDC30	chr1	p	42929001	43120335	+	ENSG00000186409.10
PPIH	chr1	p	43124096	43142429	+	ENSG00000171960.6
YBX1	chr1	p	43148098	43168020	+	ENSG00000065978.13
CLDN19	chr1	p	43198764	43205925	-	ENSG00000164007.6
LEPRE1	chr1	p	43212006	43232755	-	ENSG00000117385.11
C1orf50	chr1	p	43232940	43263968	+	ENSG00000164008.9
CCDC23	chr1	p	43272723	43282954	-	ENSG00000177868.7
ERMAP	chr1	p	43282795	43310660	+	ENSG00000164010.9
ZNF691	chr1	p	43312280	43318148	+	ENSG00000164011.13
SLC2A1	chr1	p	43391052	43424530	-	ENSG00000117394.15
FAM183A	chr1	p	43610824	43622067	+	ENSG00000186973.6
EBNA1BP2	chr1	p	43629846	43736607	-	ENSG00000117395.6
WDR65	chr1	p	43637820	43720029	+	ENSG00000243710.3
TMEM125	chr1	p	43735665	43739673	+	ENSG00000179178.6
C1orf210	chr1	p	43747554	43751288	-	ENSG00000253313.1
TIE1	chr1	p	43766664	43788779	+	ENSG00000066056.9
MPL	chr1	p	43803478	43818443	+	ENSG00000117400.10
CDC20	chr1	p	43824626	43828874	+	ENSG00000117399.9
ELOVL1	chr1	p	43829068	43833696	-	ENSG00000066322.8
MED8	chr1	p	43849588	43855479	-	ENSG00000159479.12
SZT2	chr1	p	43855553	43918321	+	ENSG00000198198.9
HYI	chr1	p	43916824	43919660	-	ENSG00000178922.12
PTPRF	chr1	p	43990858	44089343	+	ENSG00000142949.12
KDM4A	chr1	p	44115829	44171186	+	ENSG00000066135.8
ST3GAL3	chr1	p	44171495	44396831	+	ENSG00000126091.15
ARTN	chr1	p	44398992	44402913	+	ENSG00000117407.12
IPO13	chr1	p	44412611	44433694	+	ENSG00000117408.6
DPH2	chr1	p	44435672	44439041	+	ENSG00000132768.9
ATP6V0B	chr1	p	44440159	44443967	+	ENSG00000117410.9
B4GALT2	chr1	p	44444615	44456840	+	ENSG00000117411.12
CCDC24	chr1	p	44457031	44462200	+	ENSG00000159214.8
SLC6A9	chr1	p	44457172	44497139	-	ENSG00000196517.7
KLF17	chr1	p	44584522	44600812	+	ENSG00000171872.4
DMAP1	chr1	p	44679127	44686353	+	ENSG00000178028.9
ERI3	chr1	p	44686742	44820932	-	ENSG00000117419.10
RNF220	chr1	p	44870866	45117396	+	ENSG00000187147.13
TMEM53	chr1	p	45100910	45140227	-	ENSG00000126106.9
C1orf228	chr1	p	45140364	45191263	+	ENSG00000198520.6
KIF2C	chr1	p	45205490	45233439	+	ENSG00000142945.8
RPS8	chr1	p	45240923	45244451	+	ENSG00000142937.7
BEST4	chr1	p	45249257	45253377	-	ENSG00000142959.4
PLK3	chr1	p	45265897	45271662	+	ENSG00000173846.8
TCTEX1D4	chr1	p	45271585	45272957	-	ENSG00000188396.2
BTBD19	chr1	p	45274154	45281257	+	ENSG00000222009.4
PTCH2	chr1	p	45285516	45308735	-	ENSG00000117425.9
EIF2B3	chr1	p	45316450	45452282	-	ENSG00000070785.12
HECTD3	chr1	p	45468212	45477001	-	ENSG00000126107.10
UROD	chr1	p	45477819	45481247	+	ENSG00000126088.8
ZSWIM5	chr1	p	45482071	45771881	-	ENSG00000162415.6
HPDL	chr1	p	45792545	45794347	+	ENSG00000186603.4
MUTYH	chr1	p	45794835	45806142	-	ENSG00000132781.13
TOE1	chr1	p	45805342	45809647	+	ENSG00000132773.7
TESK2	chr1	p	45809555	45956872	-	ENSG00000070759.12
CCDC163P	chr1	p	45959538	45965751	-	ENSG00000236624.4
MMACHC	chr1	p	45965725	45976739	+	ENSG00000132763.10
PRDX1	chr1	p	45976708	45988719	-	ENSG00000117450.9
AKR1A1	chr1	p	46016215	46035721	+	ENSG00000117448.9
NASP	chr1	p	46049518	46084566	+	ENSG00000132780.12
CCDC17	chr1	p	46085716	46089729	-	ENSG00000159588.10
GPBP1L1	chr1	p	46092976	46153785	-	ENSG00000159592.6
TMEM69	chr1	p	46152886	46160115	+	ENSG00000159596.6
IPP	chr1	p	46159996	46216322	-	ENSG00000197429.6
MAST2	chr1	p	46252659	46501796	+	ENSG00000086015.16
PIK3R3	chr1	p	46505812	46642160	-	ENSG00000117461.10
TSPAN1	chr1	p	46640745	46651630	+	ENSG00000117472.5
POMGNT1	chr1	p	46654354	46685977	-	ENSG00000085998.9
LURAP1	chr1	p	46669006	46686933	+	ENSG00000171357.5
RAD54L	chr1	p	46713360	46744145	+	ENSG00000085999.7
LRRC41	chr1	p	46726868	46769280	-	ENSG00000132128.12
UQCRH	chr1	p	46769303	46782448	+	ENSG00000173660.7
NSUN4	chr1	p	46805849	46830824	+	ENSG00000117481.6
FAAH	chr1	p	46859937	46879520	+	ENSG00000117480.11
DMBX1	chr1	p	46972668	46979898	+	ENSG00000197587.6
KNCN	chr1	p	47011316	47017199	-	ENSG00000162456.5
MKNK1	chr1	p	47023090	47082515	-	ENSG00000079277.15
MOB3C	chr1	p	47073387	47082563	-	ENSG00000142961.10
ATPAF1	chr1	p	47098409	47139539	-	ENSG00000123472.8
EFCAB14	chr1	p	47124366	47184824	-	ENSG00000159658.6
TEX38	chr1	p	47134527	47139266	+	ENSG00000186118.7
CYP4B1	chr1	p	47223510	47285085	+	ENSG00000142973.8
CYP4A11	chr1	p	47394849	47407156	-	ENSG00000187048.8
CYP4X1	chr1	p	47427036	47516423	+	ENSG00000186377.6
CYP4Z1	chr1	p	47533160	47583991	+	ENSG00000186160.4
CYP4A22	chr1	p	47603107	47615413	+	ENSG00000162365.7
PDZK1IP1	chr1	p	47649265	47656716	-	ENSG00000162366.3
TAL1	chr1	p	47681962	47697892	-	ENSG00000162367.7
STIL	chr1	p	47715811	47779819	-	ENSG00000123473.11
CMPK1	chr1	p	47799469	47844511	+	ENSG00000162368.9
FOXE3	chr1	p	47881744	47883723	+	ENSG00000186790.4
FOXD2	chr1	p	47901689	47906363	+	ENSG00000186564.5
TRABD2B	chr1	p	48226200	48462567	-	ENSG00000269113.3
FLJ00388	chr1	p	48226979	48227290	-	ENSG00000273395.1
AL109659.1	chr1	p	48569306	48569878	+	ENSG00000269709.1
SLC5A9	chr1	p	48688357	48714316	+	ENSG00000117834.8
SPATA6	chr1	p	48761044	48937845	-	ENSG00000132122.7
AGBL4	chr1	p	48998527	50489585	-	ENSG00000186094.12
BEND5	chr1	p	49193195	49242641	-	ENSG00000162373.8
AL645730.2	chr1	p	50459990	50461874	+	ENSG00000227839.1
ELAVL4	chr1	p	50513686	50669458	+	ENSG00000162374.12
DMRTA2	chr1	p	50883222	50889172	-	ENSG00000142700.7
FAF1	chr1	p	50905150	51425935	-	ENSG00000185104.15
CDKN2C	chr1	p	51426417	51440305	+	ENSG00000123080.6
C1orf185	chr1	p	51567906	51613752	+	ENSG00000204006.4
RNF11	chr1	p	51701943	51739127	+	ENSG00000123091.4
TTC39A	chr1	p	51752930	51810788	-	ENSG00000085831.11
EPS15	chr1	p	51819935	51985000	-	ENSG00000085832.12
OSBPL9	chr1	p	52042851	52254889	+	ENSG00000117859.14
NRD1	chr1	p	52254863	52344477	-	ENSG00000078618.15
RAB3B	chr1	p	52373628	52456436	-	ENSG00000169213.6
TXNDC12	chr1	p	52485803	52521843	-	ENSG00000117862.7
KTI12	chr1	p	52497775	52499488	-	ENSG00000198841.3
BTF3L4	chr1	p	52521797	52556388	+	ENSG00000134717.13
ZFYVE9	chr1	p	52608046	52812358	+	ENSG00000157077.10
CC2D1B	chr1	p	52811395	52831865	-	ENSG00000154222.10
ORC1	chr1	p	52838501	52870131	-	ENSG00000085840.8
PRPF38A	chr1	p	52870236	52886511	+	ENSG00000134748.12
ZCCHC11	chr1	p	52873954	53019159	-	ENSG00000134744.9
GPX7	chr1	p	53068044	53074723	+	ENSG00000116157.5
FAM159A	chr1	p	53099016	53135355	+	ENSG00000182183.10
SELRC1	chr1	p	53152508	53164038	-	ENSG00000162377.4
ZYG11B	chr1	p	53192126	53293014	+	ENSG00000162378.8
ZYG11A	chr1	p	53308183	53360670	+	ENSG00000203995.5
ECHDC2	chr1	p	53361656	53392884	-	ENSG00000121310.12
SCP2	chr1	p	53392901	53517375	+	ENSG00000116171.12
PODN	chr1	p	53527854	53551174	+	ENSG00000174348.9
SLC1A7	chr1	p	53552855	53608289	-	ENSG00000162383.7
CPT2	chr1	p	53662101	53679869	+	ENSG00000157184.5
C1orf123	chr1	p	53679771	53686289	-	ENSG00000162384.9
MAGOH	chr1	p	53692564	53704282	-	ENSG00000162385.6
LRP8	chr1	p	53711217	53793742	-	ENSG00000157193.10
DMRTB1	chr1	p	53925072	53933161	+	ENSG00000143006.7
GLIS1	chr1	p	53971910	54199877	-	ENSG00000174332.3
NDC1	chr1	p	54231133	54304533	-	ENSG00000058804.10
YIPF1	chr1	p	54317392	54356407	-	ENSG00000058799.9
DIO1	chr1	p	54356912	54376759	+	ENSG00000211452.6
HSPB11	chr1	p	54382247	54411602	-	ENSG00000081870.7
LRRC42	chr1	p	54411750	54433841	+	ENSG00000116212.10
LDLRAD1	chr1	p	54474412	54483856	-	ENSG00000203985.6
TMEM59	chr1	p	54497347	54519177	-	ENSG00000116209.7
TCEANC2	chr1	p	54519260	54578192	+	ENSG00000116205.6
AL161915.1	chr1	p	54569968	54571750	+	ENSG00000212670.1
CDCP2	chr1	p	54598747	54619443	-	ENSG00000157211.10
RP11-446E24.4	chr1	p	54606897	54665746	-	ENSG00000256407.1
AL357673.1	chr1	p	54635333	54637997	-	ENSG00000248835.2
CYB5RL	chr1	p	54638009	54665709	-	ENSG00000215883.5
MRPL37	chr1	p	54649714	54691137	+	ENSG00000116221.11
SSBP3	chr1	p	54691105	54879152	-	ENSG00000157216.11
SSBP3-AS1	chr1	p	54703710	54704736	+	ENSG00000198711.4
ACOT11	chr1	p	55007930	55104865	+	ENSG00000162390.13
FAM151A	chr1	p	55074855	55089229	-	ENSG00000162391.7
MROH7-TTC4	chr1	p	55107459	55207981	+	ENSG00000271723.1
MROH7	chr1	p	55107463	55175939	+	ENSG00000184313.15
TTC4	chr1	p	55181495	55208330	+	ENSG00000243725.2
PARS2	chr1	p	55222571	55230187	-	ENSG00000162396.5
TTC22	chr1	p	55245385	55266940	-	ENSG00000006555.6
C1orf177	chr1	p	55271736	55307925	+	ENSG00000162398.7
DHCR24	chr1	p	55315306	55352891	-	ENSG00000116133.7
TMEM61	chr1	p	55446465	55457966	+	ENSG00000143001.4
BSND	chr1	p	55464606	55476556	+	ENSG00000162399.6
PCSK9	chr1	p	55505221	55530525	+	ENSG00000169174.9
USP24	chr1	p	55532032	55680786	-	ENSG00000162402.8
PPAP2B	chr1	p	56960419	57110974	-	ENSG00000162407.8
PRKAA2	chr1	p	57110995	57181008	+	ENSG00000162409.6
C1orf168	chr1	p	57184477	57285369	-	ENSG00000187889.8
C8A	chr1	p	57320479	57383894	+	ENSG00000157131.10
C8B	chr1	p	57394883	57431813	-	ENSG00000021852.8
DAB1	chr1	p	57460451	59012406	-	ENSG00000173406.11
OMA1	chr1	p	58881056	59012474	-	ENSG00000162600.7
TACSTD2	chr1	p	59041099	59043166	-	ENSG00000184292.5
MYSM1	chr1	p	59120411	59165764	-	ENSG00000162601.5
JUN	chr1	p	59246465	59249785	-	ENSG00000177606.5
FGGY	chr1	p	59762310	60233347	+	ENSG00000172456.12
HOOK1	chr1	p	60280458	60342050	+	ENSG00000134709.6
CYP2J2	chr1	p	60358980	60392462	-	ENSG00000134716.5
C1orf87	chr1	p	60452941	60539442	-	ENSG00000162598.9
NFIA	chr1	p	61330931	61928465	+	ENSG00000162599.11
TM2D1	chr1	p	62146718	62191095	-	ENSG00000162604.8
INADL	chr1	p	62208149	62629592	+	ENSG00000132849.14
L1TD1	chr1	p	62660503	62678000	+	ENSG00000240563.1
KANK4	chr1	p	62702651	62785085	-	ENSG00000132854.14
USP1	chr1	p	62901968	62917475	+	ENSG00000162607.8
DOCK7	chr1	p	62920399	63153969	-	ENSG00000116641.11
ANGPTL3	chr1	p	63063158	63071830	+	ENSG00000132855.4
AL138847.1	chr1	p	63073437	63075249	+	ENSG00000269624.1
ATG4C	chr1	p	63249806	63331184	+	ENSG00000125703.10
FOXD3	chr1	p	63788730	63790797	+	ENSG00000187140.4
ALG6	chr1	p	63833261	63904233	+	ENSG00000088035.11
ITGB3BP	chr1	p	63906441	64059392	-	ENSG00000142856.12
EFCAB7	chr1	p	63989043	64038364	+	ENSG00000203965.8
DLEU2L	chr1	p	64014588	64015405	+	ENSG00000116652.5
PGM1	chr1	p	64058947	64125916	+	ENSG00000079739.11
ROR1	chr1	p	64239693	64647181	+	ENSG00000185483.7
UBE2U	chr1	p	64669310	64733051	+	ENSG00000177414.9
CACHD1	chr1	p	64936428	65158741	+	ENSG00000158966.9
RAVER2	chr1	p	65210778	65298915	+	ENSG00000162437.10
JAK1	chr1	p	65298912	65432187	-	ENSG00000162434.7
AK4	chr1	p	65613232	65697828	+	ENSG00000162433.10
DNAJC6	chr1	p	65713902	65881552	+	ENSG00000116675.11
LEPR	chr1	p	65886248	66107242	+	ENSG00000116678.14
LEPROT	chr1	p	65886270	65901690	+	ENSG00000213625.4
PDE4B	chr1	p	66258197	66840259	+	ENSG00000184588.13
SGIP1	chr1	p	66999066	67213982	+	ENSG00000118473.17
AL139147.1	chr1	p	67131547	67142710	-	ENSG00000248458.2
TCTEX1D1	chr1	p	67218142	67244470	+	ENSG00000152760.5
INSL5	chr1	p	67263424	67266939	-	ENSG00000172410.4
WDR78	chr1	p	67278568	67390570	-	ENSG00000152763.12
MIER1	chr1	p	67390578	67454302	+	ENSG00000198160.10
SLC35D1	chr1	p	67465015	67519782	-	ENSG00000116704.6
C1orf141	chr1	p	67557848	67697536	-	ENSG00000203963.7
IL23R	chr1	p	67632083	67725662	+	ENSG00000162594.10
IL12RB2	chr1	p	67773047	67862583	+	ENSG00000081985.6
SERBP1	chr1	p	67873493	67896098	-	ENSG00000142864.10
GADD45A	chr1	p	68150744	68154021	+	ENSG00000116717.7
GNG12	chr1	p	68167149	68299150	-	ENSG00000172380.5
DIRAS3	chr1	p	68511645	68517314	-	ENSG00000162595.4
WLS	chr1	p	68564142	68698803	-	ENSG00000116729.9
RPE65	chr1	p	68894505	68915642	-	ENSG00000116745.6
DEPDC1	chr1	p	68939835	68962904	-	ENSG00000024526.12
LRRC7	chr1	p	70034081	70617628	+	ENSG00000033122.14
LRRC40	chr1	p	70610488	70671303	-	ENSG00000066557.5
SRSF11	chr1	p	70671365	70718735	+	ENSG00000116754.9
ANKRD13C	chr1	p	70726271	70820417	-	ENSG00000118454.8
HHLA3	chr1	p	70820488	70851022	+	ENSG00000197568.9
CTH	chr1	p	70876901	70905534	+	ENSG00000116761.7
PTGER3	chr1	p	71318036	71513491	-	ENSG00000050628.16
ZRANB2	chr1	p	71528974	71546980	-	ENSG00000132485.8
NEGR1	chr1	p	71861623	72748417	-	ENSG00000172260.9
LRRIQ3	chr1	p	74491699	74663871	-	ENSG00000162620.11
FPGT	chr1	p	74663896	74699770	+	ENSG00000254685.2
FPGT-TNNI3K	chr1	p	74663919	75009666	+	ENSG00000259030.2
TNNI3K	chr1	p	74663947	75010112	+	ENSG00000116783.10
LRRC53	chr1	p	74935562	74978298	-	ENSG00000162621.5
C1orf173	chr1	p	75033795	75139422	-	ENSG00000178965.9
CRYZ	chr1	p	75171170	75199092	-	ENSG00000116791.9
TYW3	chr1	p	75198836	75232362	+	ENSG00000162623.11
LHX8	chr1	p	75594119	75627218	+	ENSG00000162624.10
SLC44A5	chr1	p	75667816	76076801	-	ENSG00000137968.12
ACADM	chr1	p	76190036	76253260	+	ENSG00000117054.9
RABGGTB	chr1	p	76251879	76260764	+	ENSG00000137955.11
MSH4	chr1	p	76262567	76378923	+	ENSG00000057468.6
ASB17	chr1	p	76384558	76398116	-	ENSG00000154007.6
ST6GALNAC3	chr1	p	76540404	77100286	+	ENSG00000184005.9
ST6GALNAC5	chr1	p	77333126	77531396	+	ENSG00000117069.10
PIGK	chr1	p	77554675	77685115	-	ENSG00000142892.10
AK5	chr1	p	77747736	78025651	+	ENSG00000154027.14
ZZZ3	chr1	p	78028101	78149104	-	ENSG00000036549.8
USP33	chr1	p	78161672	78225537	-	ENSG00000077254.10
FAM73A	chr1	p	78245309	78344106	+	ENSG00000180488.10
NEXN	chr1	p	78354198	78409580	+	ENSG00000162614.14
FUBP1	chr1	p	78409740	78444794	-	ENSG00000162613.12
DNAJB4	chr1	p	78444859	78483648	+	ENSG00000162616.8
GIPC2	chr1	p	78445226	78604133	+	ENSG00000137960.5
PTGFR	chr1	p	78769568	79005434	+	ENSG00000122420.5
IFI44L	chr1	p	79085607	79111830	+	ENSG00000137959.11
IFI44	chr1	p	79115481	79129763	+	ENSG00000137965.6
ELTD1	chr1	p	79355449	79472403	-	ENSG00000162618.8
LPHN2	chr1	p	81771845	82458120	+	ENSG00000117114.15
